id	Arabic_txt	Ar:man_sentiment	Ar:man_confidence
854	RT USERNAME: #شام #سوريا | #حلب : عدة جرحى جراء سقوط قذيفة في شارع معد المقصود بحي الموكامبو. 	Negative	1
855	RT USERNAME: URL إدلب/ كفردريان/ جمعة انقذوا #حمص قبل ان تستباح 18 4 2014  #إدلب  #سوريا 	Positive	0.4571
856	RT USERNAME: لوحة #سورية  هنا #حلب حي كرم الجبل  بعد شهور من البرملة الأسدية المتواصلة لم يبقى لا حي ولا كرم ولا جبل  وشكراً ـ URL 	Negative	0.933
857	#شام #سوريا | ريف #حمص : قصف بالمدفعية الثقيلة من قبل قوات النظام يستهدف أطراف م... ... URL 	Negative	1
858	CH8: سوريا مباشر: محمد الحميد - Ori... URL 	Neutral	0.9029
859	#سوريا | مقتل مواطن بريطاني في سوريا - FRANCE 24 - Monte Carlo Doualiya URL #أخبار #syria #news 	Negative	1
860	#المصريون|#جنبلاط: #الأسد الأب بنا سوريا قوية والابن يدمر كل شيء ======== URL 	Negative	1
861	USERNAME حسبناالله ونعم الوكيل. سورية لك الله ياعظم وطن . 	Negative	0.6009
862	#حسين_مرتضى #ادلب  مقتل جمال القسوم الملقب أبو مازن قائد ما يسمى لواء رجال الشام التابع لجبهة ثوار سورية اثر... URL 	Negative	0.9033
863	#سوريا: راجمات صواريخ المسلحين تستهدف الشهباء الجديدة ومحيطها بالتزامن مع هجوم على فرع المخابرات الجوية في حلب.... URL 	Negative	0.7957
864	RT USERNAME: اللهم ادخل الفرح الى قلوب اهل سوريا ،، اللهم حقق نصرهم ،،اللهم عوض صبرهم ما لهم غيرك ياالله اللهم عليك ببشار URL 	Positive	0.9048
865	RT USERNAME: أموي #سوريا •  #أجناد_الشام : #مورك   عااجل   18/4/2014   تدمير دبابة في الجبهة الجنوبية الشرقية لمورك (محور شرق... URL 	Negative	0.7041
866	#SyrianRevolution #فلاش_سوريا || #حلب: معارك عنيفة تدور بالقرب من فرع المخابرات الجوية و أص... URL #Syria #SyrianRevo 	Negative	0.7094
867	#سوريا   ﻋﺎااﺟﻞ // .. ﺧﻨﺎﺯﻳﺮ ﺍﻷﺳﺪ ﺍﻻﺣﺘﻼﻝ ﺍﻟﺸﻴﻌﻲ ﻳﻌﺰﻝ ﺣﻤﺺ ﺑﺎﻟﻜﺎﻣﻞ ﻭﻗﻄﻊ ﺍﻟﻄﺮﻗﺎﺕ ﺍﻟﻤﺘﺼﻠﺔ ﺑﻬﺎ ﻟﻌﻤﻠﻴﺔ ﺇﺑﺎﺩﺓ ﻛﺒﻴﺮﺓ حمص تحت النـْـْار 	Negative	1
868	USERNAME اقترح تسميته تجمع الشجعان لانه في سوريا والمخيمات .كي يشعرون بالصمودحتى النصر. 	Positive	0.6104
869	#مصالح امريكا تدعم الكتائب المعتدلة للحفاظ على توازن القوى في سوريا  ولاطالة امد الحرب الدائرة فيها  فتضرب... URL 	Negative	0.8113
870	USERNAME هههههه حاظره قبل البغدادي يدخل سوريا حساب معهم معهم عليهم عليهم لا مبدئ ولا قناعات 	Negative	0.7105
871	اذا كانت الثورة السورية هي الكاشفة والفاضحة ... فان الثورة المصرية ضد الانقلاب العسكري هي ثورة تحطيم الأصنام  #مصر #سوريا 	Negative	0.5549
872	USERNAME USERNAME مساء أنتصار الدولة اﻹسلامية في سوريا وتحريرها من اﻹحتلال اﻹسدي المجرم وضم كل ولايات سوريا مع ولاية الرقة المحرره 	Positive	0.8067
873	أموي #سوريا •  الدمار الذي خلفه الطيران النصيري الخائن كلب المجوس والصهـْـْاينة بدرعا بحي السد   URL 	Negative	1
874	RT USERNAME: USERNAME #خبر #خاص  واخر ماساكتب عن سوريا اتنمنى نشر هذه التغريده للاهميه القصوى والايام بيننا 	Neutral	0.7982
875	I am from Homs “USERNAME: #أنا_من_حمص URL” #Syria 	Neutral	0.8223
876	RT USERNAME: فرنسا أبدعت في صناعة الأواني التي لا تلصق ..  وأبدعت أكثر في صناعة الأنظمة التي لا تزول ..  منقول ..   #سوريا #الجزائر 	Negative	0.5865
877	#سوريا #الإمارات عمرو عبدالهادي مهنئا «بوتفليقة»: البقاء لله!: سخر عمرو عب... URL  #السعودية #مصر #قطر 	Negative	0.8
878	RT USERNAME: #شام #سوريا | قصف بقذائف الفوزديكا تتعرض له بلدة الزعفرانة بريف حمص 	Negative	1
879	RT USERNAME: كانها بالصوت حنا اسيادها وكانها بالفعل لا والله نخسي  سوريا تبكي وتنعي اطفالها كيف سوريا ياعربنا تنتسي URL 	Negative	0.6667
880	RT USERNAME: بندر بن سلطان استدعي من الملك لمهمة واداها على أكمل وجه ثم أستبعد لا بسبب سوريا او امريكا  USERNAME USERNAME USERNAME 	Neutral	0.5046
881	#عاجل |#سوريا|إستشهاد اللاجئ الفلسطيني \"أحمد ناجي ساعد\"متأثراً بجراح أصيب بها نتيجة التفجير الذي استهدف مسجد بلال الحبشي بحي عكرمة في حمص. 	Negative	1
882	RT USERNAME: حسن نصر الله: تأخرنا في الدخول إلى سوريا   URL #لبنان #سوريا URL 	Neutral	0.614
883	#سورية #درعا تم احصاء القصف حتى الان على مدن وقرى ::  النعيمة - بصرى الشام - علما- مسيفرة - كحيل - طريق السد -... URL 	Negative	0.8164
884	#الكهربا مستقرة عم تقطع بشكل قليل جدا , #المي قطعت ظهرا و رجعت و لله الحمد ... #دير_الزور #سورية 	Positive	0.7928
885	RT USERNAME: #شهبا_برس   كهل الجزائر الخًرف يفوز ومعتوه سورية يتحضر للترشيح !! URL 	Negative	0.904
886	#Syria من بلغاريا اليوم أنــقـــذوا حــمـــص قـــبـــل أن تــســـتــبــــاح #save_Homs #EyeOnHoms... URL via FaceBook 	Negative	0.6914
887	RT USERNAME: مصدر أمني سوري: الجيش يضيق الخناق على مقاتلي المعارضة في حمص URL #سورية #حمص 	Negative	0.799
888	USERNAME ههههه مشغلين بتحرير سوريا  لان طريق يبدا من دمشق 	Positive	0.55
889	أقصف بالميغ وبالمدفع أجساداً صرخت لن نخضع  من سوريا قلنالن نركع من أرض الأشبـال.بجنان الخلد لنا مطمع بدمانا نفدي ثورتناعن ثورتنا لا لن نرجع 	Negative	0.8106
890	RT USERNAME: للهم كن بعون اخواننا المستضعفين في سوريا اللهم عليك بمن عادهم وظلمهم اللهم رد كيده في نحره #ساعة_استجابه 	Positive	0.8029
891	RT USERNAME: USERNAME  الله ينصر سوريا لاسد)\"... #سوريا_الاسد URL 	Positive	1
892	USERNAME هي حمص ولا حلب ولا درعا ولا دير الزور ولا سوريا كلا .....الله يهده ملحق عالكل 😢 	Negative	1
893	RT USERNAME: USERNAME USERNAME قلوب شرفاء تنبض بسمك يا سورياوارواحهم تحوم حولك و أجسادهم تعشق الشهادة في أرضك كم انتي عظيمة يا سوريا… 	Positive	0.8194
894	RT USERNAME: |+ URL  *!!  #طيز #دياثه #رومنسي #كسي_مولع #بنت #عمة #أسوان # سوريا 	Neutral	0.7984
895	!المقلد -يزداد البرد فنزداد دفئاً بفضل ربي ، وعلى الجانب الأخر هناك من يصارع شدة البرد الذي مُزج بدماءٍ وخوفٍ وفقد  لكِ الله يا #سوريا\" 	Negative	0.8275
896	RT USERNAME: #Syria دكتاتور #الجزائر، حليف سفاح #سورية ونصيره في كل المحافل    URL...: د... URL #F… 	Negative	0.7919
897	RT USERNAME: : ربي من سوريا عطنا خبر عن مقتل بشار ارذل البشرذبح الناس والذبح مستمر هدم البيوت وحرق الشجر دفن الي على الشهاده صبر ال… 	Negative	0.7184
898	#حماقة  إنتخابات سوريا ياخي انت اهبل خلقة او هذي استهبال استهبال!؟ 	Negative	0.8053
899	أموي #سوريا •  #الغرفة_المشتركة_لأهل_الشام   #غزوة_الاعتصام     #حلب #جبهة_الشيخ_نجار   دك معاقل ميليشيات الإسد... URL 	Negative	0.7969
900	RT USERNAME: #شام #سوريا|ريف #درعا: سقوط برميل متفجر من الطيران المروحي على بلدة النعيمة 	Negative	1
901	#Syria حمص: تلبيسة: قصف مدفعي عنيف يستهدف المدينة من كتيبة الهندسة Homs: Talbiesh: Fierce artillery... URL via FaceBook 	Negative	0.8436
902	RT USERNAME: SYRIA #SRGC #الهيئة_العامة #سوريا #دير الزور : أشتباكات بين الجيش الحر وقوات النظام على أسوار مطار ديرالزور العسكري . URL 	Negative	0.698
903	#سورية   #درعا||#اليادودة||قصف مدفعي يستهدف البلدة    URL 	Negative	0.6654
904	USERNAME اﻻخ عمار السﻻم عليكم ربنا يفرج عن سوريا كمان ربنا يفوق في مشوار الفن 	Positive	1
905	USERNAME حزب الله صار اكبر من لبنان حسن نصراللات صار يبي يعين رئيس سوريا 	Negative	0.5018
906	#اللهم انصر شعب سوريا اللهم اجعل شر بشار وكيده في نحره اللهم أمطر عليهم فرحة يسجدون لك شاكرين (ي رحمن ي رحيم ارحمهم برحمتك)  #سوريا_نحن_معكم 	Positive	0.7384
907	USERNAME USERNAME  يكفيني نكبة سوريا لسنا بحاجه الى نكبه اخر في ارض المغرب العربي جروح العرب ﻻزلت تنزف باسم التغيير 	Negative	0.8573
908	USERNAME #حمص #save_Homs #EyeOnHoms #أنقذوا_حمص_قبل_أن_تستباح  #سوريا #Syria  #أطفال_سوريا #انتخبوا_الجحش URL 	Negative	0.7907
909	USERNAME الجبان أردوغان اكتفى بأن تقدم له إسرائيل اعتذار شفهي عن قتلى سفينة الحرية،أما على سوريا فيستخدم ضدها السلاح.  #اردوغان نعامة. 	Negative	1
910	RT USERNAME: - المدريدي ينتظر قذيفة من بيل والبرشلوني يترقب صاروخاً من ميسي ! في وقتٍ يتلقى فيه أهل سوريا القذائف والصواريخ . اللهم… 	Negative	0.9009
911	RT USERNAME: USERNAME: اللهم كما أنزلت النيازك على روسيا .. أنزل رحماتك على سوريا وأرنا في بشار وأعوانه عجائب قدرتك! .. 	Positive	0.6982
912	RT USERNAME: ارتقاء 4 شهداء من الجيش الحر باشتباكات مع قوات الاسد في بلدة المليحة بريف دمشق #Syria 	Negative	0.7262
913	USERNAME سوريا يا حبيبتي 	Positive	1
914	RT USERNAME: وطن أثقلناه خيبات ؛ يحق له أن يشبعنا أوجاعا \" .. #سوريا 	Negative	1
915	RT USERNAME: 🌹#ساعة استجآبـه   اذكروناا بدعــاا🌹  والمسلمين  #سوريا  #فلسطين_حره #بورما  #مصر 	Positive	1
916	USERNAME   من الخطأ الشائع الذي وقع به من يدعم الثورة السورية يا أستاذ فيصل ، أنهم ركزوا على سوريا ونسوى المنبع وهي ( العراق ) ! 	Negative	0.8114
917	RT USERNAME: #سوريا أُقسِم أنني لم أجد وصف لهذه #الصورة بالله عليكم  اي مجرم في الكون يفعل هذا بطفلة #للنشر ليرى العالم URL 	Negative	1
918	RT USERNAME: #شوفوني انا حزنان على سوريا وما بطلع على مباريات ولا بشجع #مدريد  ولا #برشلونة انا ثائـر ..  حطولي لايك لأني عنجد... http… 	Negative	0.899
919	USERNAME داعش تفعل بالعراق بنفس سوريا تاره تحارب المجاهدين وتاره تحارب المالكي تريد لها منطقه لتجمع الارهابيين 	Negative	0.917
920	#سوريا من إنجازات قائد مسيرة التحديث والتطوير بشار الأسد.. URL 	Positive	0.5529
921	إنشاء 3 مخيمات جنوبي #سوريا لاستيعاب اللاجئين بقرب الحدود الأردنية بسعة 400 خيمة وقد استقبل ما يزيد على 60 عائلة من حمص ويبرود و 50 من درعا 	Neutral	0.4411
922	3 شهداء و 7 جرحى فلسطينيين في سوريا URL 	Negative	0.7166
923	#شام #سوريا | ريف #إدلب : قصف مدفعي من قبل قوات النظام المتمركزة في معسكر القرميد يستهدف مدينة سراقب ولا أنباء عن إصابات حتى اهذه اللحظة 	Negative	0.8031
924	RT USERNAME: #سوريا قصة منزل كتبت على أحجاره المهدمة . URL 	Negative	0.7827
925	RT USERNAME: قوى لبنانية وفلسطينية تجدد وقوفها إلى جانب #سورية   لمزيد من التفاصيل على الرابط:   URL 	Positive	0.4958
926	RT USERNAME: URL +18 حماة::غرفة عمليات #مورك الموحدة جثث عصابات الاسد  #حماة  #سوريا 	Negative	0.9038
927	RT USERNAME: ارجو من كل السعوديين اللي بدهن يلعوا ويسبوا ويحكوا على سوريا ما يجوا لعندي مالي مستعدة اسمع كلامكن السم ياريت تحلوا عننا و… 	Negative	1
928	RT USERNAME: URL أي غِلٍ يحمله عَبيد المجوس على العرب في سوريا والعراق، من أي مخلوقات هم؟!! USERNAME 	Negative	1
929	RT USERNAME: باالضبط مثل ماكان يحصل في سوريا قبل الثوره..من قمع واستخفاف واستحقار للشعب...الأن يحدث في السعوديه..بل أشد #الشعب_يقول_كل… 	Negative	0.9417
930	RT USERNAME: “صبراً سوريا فإن نامت أعين الظالمين،فعين الله لاتنام  سوريا_اقترب_النصر” 	Positive	0.8272
931	#انقذوا_حلب ، #انقذو_حمص ، ليش وجع الراس وحدو الهاشتاغ و اكتبو #انقذوا_سوريا انقذو #سوريا 	Negative	0.8122
932	الأرض تهتز بسوريا  يارب❗️ أهلُ سوريا بين يديكَ وهم الآن يدعونك 💔    اللهم أنزل عليهم صبراً وثبت أقدامهم   انصرهم ع بشار وأعوانه عاجلاً❗️\" 	Positive	0.791
933	RT USERNAME: USERNAME دوم يا رب - الله يحميك و يحمي سوريا و دائما ننتظر جديدك :) 	Positive	1
934	RT USERNAME: أموي #سوريا •  ديرالزور : تجدد الإشتباكات بين الثوار وميليشيات النصيرية على أسـْـْوار مطار ديرالزور العسكري 	Negative	0.6007
935	RT USERNAME: على سبيل البطولة : أطفال سوريا على سبيل الطفولة : الحكام العرب #سوريا 	Negative	0.6023
936	RT USERNAME: الثوار يستهدفون مواقع لقوات الأسد في أحياء درعا واشتباكات متفرقة في أنحاء المحافظة #Syria 	Negative	0.4701
937	RT USERNAME: افلام. سعوديات مزز   URL جنس  محارم مصر سوريا السعودية صور ورعان قطر دياثة د… 	Neutral	0.5023
938	#Syria #شام #سوريا | #ديرالزور : تجدد الإشتباكات بين الجيش الحر وقوات النظام على أسوار...: #ش... URL #FF #news 	Negative	0.8955
939	#سورية #حلب ارتفاع حصيلة شهداء حلب الان الى 18 شهيدا في حلب وريفها  #SRN 	Negative	1
940	RT USERNAME: هنالك جيش حر و هنالك جيش دعاء فَ اذكروا سوريا بدعوة. 	Positive	0.7375
941	RT USERNAME: #الجولاني و #المالكي …يداً واحدة في فك حصار #بغداد!! مفارقة عجيبة!  URL #سورية 	Positive	0.3425
942	RT USERNAME: نناشد إخواننا المسلمين مؤازرة إخوانهم في #سوريا عموما وفي #حمص على وجه الخصوص فالمسلم أخو المسلم لايسلمه ولايخذله #الشام #الخليج #EyeOnHoms 	Positive	0.6095
943	USERNAME انصحك تترك الكورة و تروج تجاهد في سوريا   بعد ما دق خشمك النصر مالك وجه تحكي بالكورة   اجل ايش الهرجه خخخخخخ 	Negative	0.8122
944	RT USERNAME: #الدعاء | الآن ومنذ ساعة معارك طاحنة يخوضها إخوانكم المجاهدون في محيط مبنى المخابرات الجوية بمدينة #حلب والطيران لا يكاد يتوقف.  #سوريا 	Negative	0.7407
945	RT USERNAME: #سوريا  لك في مسائي هذا دعوة ان يطهر الله ارضك ، ويمحي حزنك ، وينصرك على القوم الظالمين … اللّهم امين  #ريتويت #غلا الشه… 	Positive	0.8223
946	RT USERNAME: فيديو خاص: المسلحون يحضرون لهجوم كيميائي ضد المدنيين بدرعا #سوريا #درعا #كيميائي URL 	Negative	0.9137
947	RT USERNAME: “USERNAME: اللهم انا نعوذ بك من الفتن إسقو سوريا دعآء يكفيهَا وَ مصر دعاء يعليها فلسطِين دعآء يحَمِيهآ وَ الأمّة دعاء في صف وآحد… 	Positive	0.8192
948	RT USERNAME: مذبحة محتملة\" في سوريا  #المستقبل #سوريا  URL 	Negative	1
949	#ديرالزور 2014/4/18 جانب من الاشتباكات على أسوار مطار ديرالزور العسكري ج3 URL #دمشق 	Negative	0.7905
950	RT USERNAME: #سوريا حين يفلس إعلام الصحوات  المدعومة من مزامير بني عربان وكل الغربان تبقى الفبركة ديدن العراعير والصورة تشهد URL 	Negative	0.8953
951	#أنقذوا أطفال سورية من بشار بنشر هذا المنشور  #Save SYRIA of Bashar  #انتفاضة_الجاليات_السورية... URL 	Negative	0.8974
952	#سوريا | بالفيديو.. ثوار”الأنفال” يحبطون عملية تسلل في ريف اللاذقية ويصرعون 4 جنود: تصدى مقاتلو معركة الأنفال،... URL 	Negative	0.6092
953	Khawla Dunia - سوريا  كان يمكن أن لا تخلف موعدَ الموتِ القريب أن تبقَ افتراضياً كما عرفناك،  معلقاً اليوم بشريطِ... URL 	Negative	0.9143
954	RT USERNAME: ثانيا وجود الأخوة ثقله في شرق سوريا وشمالها فلو اعلنوا الدولة فستجذب هذه الدولةالجهود الى تلك المناطق جهود التمكين لها واظها… 	Neutral	0.5502
955	أموي #سوريا •  #معركة_الأنفال   الثوار يستهدفون قرية البـْـْهلولية بعدد من صواريخ الغراد 	Negative	1
956	RT USERNAME: بوتفليقه فاز ف الجزائر وبشار هيفوز ف سوريا وبديل مبارك هيفوز ف مصر … العرب مبهرين\"  sayed URL 	Neutral	0.5137
957	USERNAME USERNAME شوف بعينك من غير قردوغان يربّي المخربين في طرف حدوده في معسكرات  .  ويرميهم في سوريا لقطع الرقاب  . 	Negative	0.9252
958	RT USERNAME: #سورية   هل قلت اليوم :   لا حول ولا قوة إلا بالله العلي العظيم 	Positive	0.4969
959	RT USERNAME: أموي #سوريا •  الشيخ عبد العزيز ابـْـْن باز - رحمه الله -   عليك يا عبد الله! أن تصدق في أقوالك وأعمالك، وأن تكون... http://… 	Positive	0.5043
960	URL #Syria لاجل عيونك يا حمص ... منقدم الارواح نتشابك بالايادي ...ونداوي الجراح 	Positive	0.9026
961	RT USERNAME: جبهة_النصرة | ومن القفار الجرد تبزغ...نبعة الماء القراح / تزهو بألوية العقيدة...والبطولات الصحاح #درعا URL" #سوريا” 	Negative	0.5062
962	RT USERNAME: دولي | (صورة) لطفل من ضحايا حصار التجويع في سوريا URL   #سوريا #دمشق URL 	Negative	1
963	RT USERNAME: في 17ابريل من عام 1946تم خروج أخر جندي فرنسي من سوريا .وحتى يوم 17ابريل عام 2014م تم إخراج 9ملايين لاجيء سوري من بلادهم ظل… 	Negative	0.8005
964	RT USERNAME: مستشارة الأسد: صمدنا بفضل شعبنا لا حزب الله  URL #سوريا URL 	Positive	0.6868
965	APR 18, 2014 هل تراجعت الجامعة العربية نهائيا عن منح الائتلاف السوري المعارض مقعد سورية فيها.. وما هي الاسباب... URL 	Neutral	0.5475
966	RT USERNAME: USERNAME يا اخي اتركوهم بحالهم ، رئيس مقعد و مكرسح ، الف مرة من انو يصير عندهم خريف عربي و ياكل الاخضر واليابس مثل سوريا… 	Negative	0.7921
967	USERNAME USERNAME USERNAME اخي انت لاتعرف عن ماذا تتكلم .. هل في سوريا نفط اكثر من العراق ؟؟؟ 	Neutral	0.7021
968	RT USERNAME: أوغاريت ريف درعا   كحيل لحظة استهداف البلدة بطيران الميغ 18 4 2014 URL #syria #سوريا 	Negative	0.9093
969	RT USERNAME: ديمة قندلفت ممثّلة سورية تُشارك في الموسم الأول من #شكلك_مش_غريب الى جانب العديد من المشاهير URL http:/… 	Neutral	0.6024
970	#Syria  لا أحد له الحق في أرض سوريا   إلا من جاهد بنفسه ودعم بماله وساعد الثوار في القضاءعلى بشار والحكم النصيري URL 	Negative	0.4458
971	إن 14 شخصاً بينهم أطفال قتلوا وأصيب 50 آخرون جراء تفجير في ضاحية  الوليد بحمص. لكى الله يا سوريا ♠ حفيدة السيد قطب ♠ {54} 	Negative	1
972	RT USERNAME: #عاجل  اشتباكات عنيفة الأن تدور بحلب على أشدها وأصوات انفجارات قوية تهز #حلب وهناك قتلى من النظام وانقطاع الكهرباء عن حلب .  #سوريا 	Negative	0.9005
973	RT USERNAME: أموي #سوريا •  تدمير دبابة في الجبهة الجنوبية الشـْـْرقية لمورك (محور شرق الاتستراد) وقتل ضابط نصيري من شبيحة... URL 	Negative	0.4951
974	#سوريا  أحد الثوار يحطم تمثال #حافظ_الأسد  والد #بشار_الاسد داخل ثكنة #هنانو #حلب.. صورة: URL 	Negative	0.7083
975	أموي #سوريا •  أهل الشام - بعض الغنائم التي اغتنمها المجاهدون من مليشيات الاحتلال النصيرية وحزب اللات #حالش... URL 	Positive	0.3674
976	USERNAME USERNAMEطيب ليش ما تقول سوريا للسورين وهم من يحددو مصيرهم   لماذا هذا النفاق؟؟؟؟ 	Negative	0.7322
977	أموي #سوريا •   #Ghuota   الغوطة الشرقية # الملـْـْيحة # 18-04-2014     قنص الاحتلال النصيري والميليشيات العراقية... URL 	Negative	0.8034
978	#سوريا - نشيد ( لن أحاور لن اساوم صار عندي بندقية )    URL : محبة الجنان  أداء بلال الزامل أبو همام 	Positive	0.3712
979	URL مظاهرة #دوما اليوم في جمعة انقذوا #حمص قبل أن تستباح ||الغوطة الشرقية || 18 -4-2014  #حالش  #الجيش_الحر  #سوريا 	Positive	0.4657
980	USERNAME للتصحيح لينا شماميان لم تدعم بشار ابدا ولم تعلن اي موقف يخص الثورة في سورية 	Neutral	0.7062
981	USERNAME  في القضايا المصيرية الجميع يرجع إلى الإسلام ، شاهد اسماء الكتائب المسلحة في سورية في العراق وليبيا  كلها على الصحابة 	Negative	0.4106
982	#سوريا #زمان_الوصل: حمص..استشهاد 15 مص�... URL 	Negative	1
983	USERNAME USERNAME USERNAME USERNAME USERNAME USERNAME إمين خلووده وهأي أمنية حياتي انو بترجع سوريا متل أول وأحسن أمين يارب 	Positive	0.8016
984	USERNAME   من قدي ﻻ صآر ... مسآئيَ يآسمين وشآمي  ومسآئك نور وورد طايفي  يآ إبن سوريا '*** 	Positive	0.8957
985	RT USERNAME: : ربي من سوريا عطنا خبر عن مقتل بشار ارذل البشر ذبح الناس والذبح مستمر هدم البيوت وحرق الشجر دفن الي على الشهاده صبر اللهم… 	Negative	0.7471
986	RT USERNAME: المخابرات اﻷمريكيةواﻷوروبية والعربية تخطط لتكون ليبيا حاضنة لﻹرهابيين العائدين من سورية ...لذلك تم خطف السفير اﻷردني والدبلو… 	Negative	0.8343
987	RT USERNAME: #Syria #شام #سوريا | ريف #درعا : إشتباكات بين الجيش الحر وقوات النظام تجري في بلدة اليا...: #... URL #FF #news 	Negative	0.6287
988	USERNAME الله يخلينا اياك رمز القوة يالبوتنه فاكلامك ينشط دم في العروق ويمدنا بالقوة وربي اشوف سوريا كلها عيونهاخضر 	Positive	0.8035
989	#ساعة_أستجابه اذكروني بدعوه واذكروا الأموات وأخواننا المستغاثين في سوريا 	Positive	0.7882
990	RT USERNAME: تكتم إعلامي على ما يحدث في #البحرين  من انتهاكات لحقوق الإنسان وتكتم ديني من سماسرة الدين الذين يتباكون على سوريا ويخرسون عن ا… 	Negative	1
991	RT USERNAME: اللهم ارحم موتانا وموتى المسلمين اللهم اشف مرضانا ومرضى المسلمين اللهم انصر المستضعفين في سوريا وبورما وفلسطين وفي كل … 	Positive	1
992	#حمص محاصرة منذ ثلاث سنوات و تقصف بشكل يومي لأنها كانت السباقة لرفض الظلم .. #EyeOnHoms #syria URL 	Negative	1
993	RT USERNAME: تـبكــي جـوعــاً .. فـهـل مـن قـلـوب تـشـعـر بـهـا ..؟ #مخيم_اليرموك   #سوريا     . URL 	Negative	1
994	RT USERNAME: أموي #سوريا •  هل أصبح هذا المنظر طبيعياً في كفرزيتا ؟   هل هذا المشهـْـْد اليومي أصبح من المشاهد اليومية العادية... http://… 	Negative	0.7186
995	6_والحرس العهري الإيراني في #ايران ، وغيرهم الكثير خرجو من بلدانهم ودخلو #سوريا لارهاب الثوار وقتل السنة وجهاد اللواط ونكاح الزينبيات 	Negative	1
996	RT USERNAME: أطفال سوريا بين برد الشتاء ونار الرصاص هنا يعيشون ، اللهم إحفظهم بعينك التي لا تنام . 	Negative	0.8251
997	RT USERNAME: #شام #سوريا | ريف #درعا : قوات النظام تجدد القصف بالهاون على بلدة عتمان. 	Negative	1
998	RT USERNAME: أموي #سوريا •  عن #البدعة   قال ابن عباس رضي الله عـْـْنهما: ما يأتي على الناس من عام إلا أحدثوا فيه بدعة،... URL 	Neutral	0.7926
999	#Syria #لافتة من جبلة نصرةً لحمص جبلة | جمعة #أنقذوا_حمص_قبل_أن_تستباح #save_Homs #EyeOnHoms URL via FaceBook 	Negative	0.5902
1000	الإبراهيمي: حمص تتحول مرة أخرى إلى \"مسرح للموت\" #syria #سوريا 	Negative	1
1001	RT USERNAME: عندما تبكي الرجـال !! فاعلم ان الهموم فاقت الجبال .. اللهم اربط على قلوبهم .. #سوريا ، URL 	Negative	0.8978
1002	(هو الأول والآخر والظاهر والباطن وهو بكل شيء عليم) [الحديد:3]  URL #ربي انصر سوريا  #غرد_بالخير 	Positive	0.7184
1003	أموي #سوريا •  #عاجل - #مركز_حماة_الإعلامي: الجيش الإسلامي الحر يدمر دبابة للنظام و يقتل ضـْـْابط برتبة رائد وعدد... URL 	Negative	0.7996
1004	USERNAME USERNAME USERNAME USERNAME USERNAME  roup صباحك ورد يااحلا مطرب بي العالم انا لولو من سورية العز 	Positive	1
1005	RT USERNAME: مساء  انتحار النخّوة  وموت الضمائر  يا أمة باعت سوريا  وجعلتها أرض للمقابر  يا أمة صارت الخيانة  عندها شعيرة من الشعائر ! 	Negative	1
1006	RT USERNAME: فضيحة عبد بشار الأسد الخمار فاضل عباس في سوريا سود الله وجهكم   #البحرين USERNAME URL 	Negative	0.8238
1007	RT USERNAME: بالرغم من كل النكسات العرب اليوم يخطون أروع السطور في تاريخهم المعاصر .. رباطٌ في الأقصى ونضالّ في سوريا وصمودٌ في مصر..  … 	Positive	0.8
1008	أموي #سوريا •  #المكتب_الاعلامي_لفرقة_تحرير_الشام   ريف دمشق : خان الشيح :     إشتباكات على أتستراد السلام بين... URL 	Negative	0.854
1009	#Syria #Save_Aleppo هام : لحظة سقوط برميل متفجر على حي الكلاسة وحالة هلع بين المدنيين  18 4 2014 URL via USERNAME 	Negative	1
1010	RT USERNAME: #سورية #حمص حمص ليست للبيع ...يا تجار الدم ويا متسلقين خونة الوطن ارفعوا الصوت عاليا ياشرفاء حمص #حمص لن تسقط URL 	Negative	0.7935
1011	RT USERNAME: #صور_من_الإصدار : قتلى حزب اللات يحملون شعار [ لواء القدس ] وكأن القدس في سوريا !  لعنة الله على القوم الكافرين . URL 	Negative	1
1012	RT USERNAME: الأم الصغيرة اليتيمة طفلة من #سوريا رغم إنكسار قلبها وحزنها لفقد أبويها تعتني بأخوتها الصغار وترعاهم #سوريا_الله_معك http… 	Negative	0.9038
1013	\"USERNAME: #لندن تتهم الحكومة السورية بخرق اتفاق #حمص   URL" #سوريا 	Negative	0.8956
1014	#سوريا قصف ببراميل متفجرة من الطيران المروحي على محيط قرية #الحويز بريف #حماة الغربي  #Syria 	Negative	0.9254
1015	#أوغاريت || #سوريا #حوران :: حصيلة شهداء اليوم الجمعة 18-4-2014 : 6 شهداء , شهيد إعلامي و طبيب و مدرس و شهيد... URL 	Negative	0.7008
1016	RT USERNAME: ادعوا لـ أنفسكم ولا تنسوا #سوريا ،، يارب إنك تدرك دعواتنا حتى لو لم ننطق بها ../ 	Positive	0.9012
1017	RT USERNAME: هبي ياغيار الميدان... و شرقط يابحص الزوار` والراية بأربع اوان ¤  ع جبين الشمس تلالي *  #سوريا ♥  #محمد_عساف 	Positive	0.602
1018	RT USERNAME: #شام #سوريا | #السويداء : دوي انفجار ضخم قرب حاجز الأصلحة في المدينة تلاه توافد لسيارات الإسعاف إلى منطقة الانفجار. 	Negative	0.7317
1019	أموي #سوريا •   حمص : اشتباكات عنيفة بين ابطال الجيش الإسلامي الحر وارهابيي الاسد على جبهة البلالية في منطقة... URL 	Negative	1
